"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"ONP","Orient Paper, Inc.","1.74","32115006","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/onp",
"OESX","Orion Energy Systems, Inc.","2.38","47958527.96","n/a","2007","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/oesx",
"OFI","Overhill Farms, Inc.","4.95","79430392.8","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ofi",
"PHF","Pacholder High Yield Fund, Inc.","9.2","119483408.4","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/phf",
"PBM","Pacific Booker Minerals Inc","3.8","46688848.2","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pbm",
"PCG^A","Pacific Gas & Electric Co.","30.91","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^a",
"PCG^B","Pacific Gas & Electric Co.","27.98","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^b",
"PCG^C","Pacific Gas & Electric Co.","26.3","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^c",
"PCG^D","Pacific Gas & Electric Co.","25.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^d",
"PCG^E","Pacific Gas & Electric Co.","25.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^e",
"PCG^G","Pacific Gas & Electric Co.","25.43","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^g",
"PCG^H","Pacific Gas & Electric Co.","24.7705","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^h",
"PCG^I","Pacific Gas & Electric Co.","24.1205","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^i",
"PTN","Palatin Technologies, Inc.","0.64","24926663.68","n/a","1997","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptn",
"PZG","Paramount Gold and Silver Corp.","1.34","208411631.12","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pzg",
"PCYG","Park City Group, Inc.","5.011","80783418.387","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/pcyg",
"PRK","Park National Corporation","69.83","1076218563.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/prk",
"PIP","PharmAthene, Inc","1.6","79137097.6","n/a","1973","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pip",
"HNW","Pioneer Diversified High Income Trust","22.28","184422187.56","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/hnw",
"PLG","Platinum Group Metals Ltd.","0.97","390667055.74","n/a","1989","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plg",
"PCC","PMC Commercial Trust","7.92","83922062.4","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pcc",
"PLM","Polymet Mining Corp.","1.12","205240091.84","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plm",
"PW","Power REIT","10.3999","17193634.675","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pw",
"APTS","Preferred Apartment Communities, Inc.","9.23","49136874.15","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/apts",
"PBTH","PROLOR Biotech, Inc.","6.33","403095146.94","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbth",
"PLX","Protalix BioTherapeutics, Inc.","5.2","486188606.8","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/plx",
"PDO","Pyramid Oil Co","3.98","18658578.3","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pdo",
"QMM","Quaterra Resources Inc","0.1766","28784181.6376","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/qmm",
"QRM","Quest Rare Minerals Ltd","0.66","41025391.44","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/qrm",
"RLGT","Radiant Logistics, Inc.","1.98","66029368.68","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rlgt",
"REE","Rare Element Resources Ltd.","1.99","89450239.31","n/a","1992","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ree",
"UTG","Reaves Utility Income Fund","26.65","773230935.1","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/utg",
"REED","Reeds, Inc.","4.98","62378289.78","n/a","1986","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/reed",
"RWC","RELM Wireless Corporation","3.3","44700090.6","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rwc",
"RCG","Renaissance Capital Growth & Income Fund III, Inc.","1.56","6963788.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rcg",
"RTK","Rentech, Inc.","2.22","501480961.5","n/a","1991","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rtk",
"RVP","Retractable Technologies, Inc.","1.3","35422671.7","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rvp",
"RVM","Revett Minerals Inc.","0.8835","30565907.9145","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rvm",
"RNN","Rexahn Pharmaceuticals, Inc.","0.3629","43340780.1081","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rnn",
"RIC","Richmont Mines, Inc.","1.77","70085102.31","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ric",
"RIF","RMR Real Estate Income Fund.","22.35","171011181.45","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/rif",
"RPI","Roberts Realty Investors, Inc.","1.3062","13908515.565","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpi",
"RBY","Rubicon Minerals Corp","1.54","444272262.28","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rby",
"BQY","S&P Quality Rankings Glbl Equ Mngd Tr","13.0354","78642933.1912","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/bqy",
"SGA","Saga Communications, Inc.","45.85","224019707.1","n/a","1992","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sga",
"SSN","Samson Oil & Gas Limited","0.48","47661515.04","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssn",
"SDO^A","San Diego Gas & Electric Company","24.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sdo^a",
"SDO^B","San Diego Gas & Electric Company","21.82","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sdo^b",
"SDO^C","San Diego Gas & Electric Company","21.63","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sdo^c",
"SDO^H","San Diego Gas & Electric Company","31.499","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sdo^h",
"SAND          ","Sandstorm Gold Ltd","7.08","650602185.12","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sand          ",
"SARA","Saratoga Resources Inc","2.31","71405798.31","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sara",
"SEB","Seaboard Corporation","2700","3231694800","n/a","1996","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/seb",
"SED","SED International Holdings Inc","1.9715","10183783.25","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/sed",
"SVT","Servotronics, Inc.","7.3","18506091.3","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/svt",
"SIF","SIFCO Industries, Inc.","15.43","82913506.18","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/sif",
"SVBL","Silver Bull Resources, Inc.","0.3799","60431702.3943","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/svbl",
"SVLC","SilverCrest Mines, Inc.","1.74","187880726.46","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/svlc",
"WWZ^K","SiM Internal Test 10","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wwz^k",
"MMZ^K","SiM Internal Test 6","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mmz^k",
"OOZ^K","SiM Internal Test 7","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ooz^k",
"QQZ^K","SiM Internal Test 8","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqz^k",
"SS^K","SiM Internal Test 9","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ss^k",
"SLI","SL Industries, Inc.","23.09","96077490","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sli",
"ZXX","SM Listed Test 3","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zxx",
"ZXX^F","SM Listed Test 3","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zxx^f",
"XPL","Solitario Exploration & Royalty Corp","1.1","38057203.8","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xpl",
"SOQ","Sonde Resources Corp","0.94","58563359.24","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/soq",
"SCE^B","Southern California Edison Company","23.398","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^b",
"SCE^C","Southern California Edison Company","24.5699","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^c",
"SCE^D","Southern California Edison Company","25.05","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^d",
"SCE^E","Southern California Edison Company","25.2","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^e",
"SSE","Southern Connecticut Bancorp Inc","3.754","10549764.842","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sse",
"SGB","Southwest Georgia Financial Corporation","10","25478370","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sgb",
"LOV","Spark Networks, Inc.","8.32","174978061.44","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov",
"SILU","Sprott Resource Lending Corp.","1.45","213116532.55","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/silu",
"SSY","SunLink Health Systems, Inc.","0.8","7554726.4","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ssy",
"STS","Supreme Industries, Inc.","4.94","67448922.32","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/sts",
"SYRG","Synergy Resources Corporation","6.75","372779658","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/syrg",
"SYN","Synthetic Biologics, Inc","1.4499","64744434.8586","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syn",
"TTTM","T3 Motion Inc","0.1401","2146791.1077","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/tttm",
"TTTM/WS/W","T3 Motion Inc","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tttm/ws/w",
"TTTM/WS/Z","T3 Motion Inc","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tttm/ws/z",
"TRX","Tanzanian Royalty Exploration Corporation","2.72","274278821.44","n/a","2005","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trx",
"TGB","Taseko Mines Limited","2.15","413111653.25","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgb",
"TAS","Tasman Metals Ltd","0.8421","51217348.9422","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tas",
"TSH","Teche Holding Company","41.9301","85590571.3668","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tsh",
"TIK","Tel-Instrument Electronics Corp.","3.32","9998973.48","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/tik",
"TGC","Tengasco, Inc.","0.59","35897023.67","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc",
"TF","Thai Capital Fund Inc","13.95","49880303.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tf",
"GLU","The Gabelli Global Utility and Income Trust","20.7101","64145061.3684","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/glu",
"TXMD","TherapeuticsMD, Inc.","2.4","314763201.6","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/txmd",
"TPI","Tianyin Pharmaceutical Co., Inc.","0.62","18186330.42","n/a","1986","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tpi",
"IDI","Tiger Media, Inc.","1.11","33459552.51","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/idi",
"IDI/WS","Tiger Media, Inc.","0.0983","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/idi/ws",
"TLR","Timberline Resources Corporation","0.195","10850926.71","n/a","1983","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tlr",
"TGD","Timmons Gold Corp","2.32","334274984.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgd",
"TOF","Tofutti Brands Inc.","1.4968","7714067.1408","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/tof",
"TMP","Tompkins Financial Corporation","41.34","597577968","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tmp",
"TAT","Transatlantic Petroleum Ltd","0.84","309881876.64","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tat",
"TPLM","Triangle Petroleum Corporation","5.49","309728528.46","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tplm",
"TRT","Trio-Tech International","2.02","6709541.1","n/a","1984","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt",
"TCX","Tucows Inc.","1.82","73018030.54","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tcx",
"TWO/WS","Two Harbors Investments Corp","2.08","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/two/ws",
"HTM","U.S. Geothermal Inc.","0.406","41215806.184","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/htm",
"UAMY","United States Antimony Corporation","1.38","85417481.88","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/uamy",
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","7.37","292551766.76","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/uve",
"UPG","Universal Power Group Inc","1.75","8785000","n/a","2006","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/upg",
"UUU","Universal Security Instruments, Inc.","5","11503795","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/uuu",
"UQM","UQM TECHNOLOGIES INC","0.75","27767214","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/uqm",
"URG","Ur Energy Inc","0.9301","113815226.4606","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urg",
"URZ","Uranerz Energy Corporation","1.29","99597770.46","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urz",
"UEC","Uranium Energy Corp.","2.1","179540451.3","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/uec",
"VTG","Vantage Drilling Company","1.91","576936937.84","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vtg",
"VSR","Versar, Inc.","4.34","41722967.58","n/a","1986","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsr",
"VII","Vicon Industries, Inc.","2.638","11857110.93","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vii",
"VHC","VirnetX Holding Corp","22.5","1150899187.5","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vhc",
"VGZ","Vista Gold Corporation","1.34","109507426.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/vgz",
"EAD","Wells Fargo Advantage Income Opportunities Fund","10.05","712107332.55","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/ead",
"ERC","Wells Fargo Advantage Multi-Sector Income Fund","16.43","690963650","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/erc",
"ERH","Wells Fargo Advantage Utilities and High Income Fund","12.46","114953767.04","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/erh",
"WGA","Wells-Gardner Electronics Corporation","2.08","24267360","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/wga",
"SBI","Western Asset Intermediate Muni Fund Inc","10.127","142484986.124","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/sbi",
"WRN","Western Copper and Gold Corporation","0.65","60958626.95","n/a","1994","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/wrn",
"WYY","WidePoint Corporation","0.5","31875928.5","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wyy",
"WTT","Wireless Telecom Group,  Inc.","1.65","39332007","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/wtt",
"ZBB","ZBB Energy Corporation","0.25","22134700.25","n/a","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/zbb",
